// Made by SnakeInTheMirror
// Urban sea profile, focus on amphibious units, hovers, some ships

//UNIVERSAL WEIGHTS/LIMITS

//LEVEL 1 VEHICLES WEIGHTS
Weight ARMFAV 0.0
Weight CORFAV 0.0
Weight ARMFLASH 0.0
Weight CORGATOR 0.0
Weight ARMSTUMP 0.0
Weight CORRAID 0.0
Weight ARMSAM 0.0
Weight CORMIST 0.0
Weight ARMJANUS 0.0
Weight CORLEVLR 0.0
Weight ARMRECCY 0.0
Weight CORGARP 0.8
Weight ARMMLV 0.0
Weight CORMLV 0.0
Weight CORLAS 0.0
Weight ARMLMART 0.0
//LEVEL 1 AIRCRAFT WEIGHTS
Weight ARMPEEP 0.0
Weight CORFINK 0.0
Weight ARMFIG 0.8
Weight CORVENG 0.8
Weight ARMBLKE 0.6
Weight CORMOSQ 0.6
Weight ARMTHUND 0.4
Weight CORSHAD 0.4
Weight ARMATLAS 0.0
Weight CORVALK 0.0
//LEVEL 1 SHIP WEIGHTS
Weight ARMPT 0.1
Weight CORPT 0.1
Weight ARMROY 0.4
Weight CORROY 0.4
Weight ARMTSHIP 0.0
Weight CORTSHIP 0.0
Weight ARMSUB 0.4
Weight CORSUB 0.4
Weight ARMVANG 0.8
Weight CORVIKNG 0.8
//LEVEL 1 HOVER WEIGHTS
Weight ARMSH 0.1
Weight CORSH 0.1
Weight ARMAH 0.3
Weight CORAH 0.3
Weight ARMANAC 0.8
Weight CORSNAP 0.8
Weight ARMTHOVR 0.0
Weight CORTHOVR 0.0
//LEVEL 1 SPIDER WEIGHTS
Weight ARMSPID 0.0
Weight ARMSPDLA 0.0
Weight ARMSPDRK 0.0
Weight ARMSPDAA 0.0
Weight ARMSPDAM 0.8
Weight ARMSPDR 0.0
Weight ARMSPDJ 0.0
Weight ARMSPDLR 0.0
Weight ARMTARAN 0.0
Weight ARMSPDF 0.0
Weight ARMARSPD 0.0
Weight ARMSHOCK 0.0
//LEVEL 1 TORTOISE WEIGHTS
Weight CORHATCH 0.1
Weight CORAVAL 0.4
Weight CORCHEL 0.4
Weight CORSLING 0.2
Weight CORWRECK 0.8
Weight CORSCAN 0.0
Weight CORTJAM 0.0
Weight CORSNIPE 0.6
Weight CORBOSS 0.4
Weight CORTNT 0.0
Weight CORAIRRT 0.0
Weight CORCABER 0.1
//LEVEL 2 KBOT WEIGHTS
Weight ARMZEUS 0.0
Weight CORPYRO 0.0
Weight ARMFIDO 0.0
Weight CORMORT 0.0
Weight CORCAN 0.0
Weight ARMVADER 0.0
Weight CORROACH 0.0
Weight ARMASER 0.0
Weight CORSPEC 0.0
Weight ARMFAST 0.0
Weight CORFAST 0.0
Weight ARMMARK 0.0
Weight CORVOYR 0.0
Weight ARMMAV 0.0
Weight COREAVR 0.0
Weight ARMSNIPE 0.0
Weight CORHRK 0.0
Weight CORSUMO 0.0
Weight ARMAMPH 0.8
Weight CORAMPH 0.8
Weight ARMDECOM 0.4
Weight CORDECOM 0.4
Weight ARMSPY 0.0
Weight CORSPY 0.0
Weight ARMFARK 0.0
Weight CORNECRO 0.0
Weight ARMROVER 0.0
//LEVEL 2 VEHICLE WEIGHTS
Weight ARMCROC 0.8
Weight CORSEAL 0.8
Weight ARMBULL 0.0
Weight CORREAP 0.0
Weight CORGOL 0.0
Weight ARMJAM 0.0
Weight CORETER 0.0
Weight CORMART 0.0
Weight ARMSEER 0.0
Weight CORVRAD 0.0
Weight ARMMERL 0.0
Weight ARMLATNK 0.0
Weight CORCREM 0.0
Weight ARMYORK 0.0
Weight CORSENT 0.0
Weight ARMMANNI 0.0
Weight ARMSCAB 0.1
Weight CORMABM 0.1
Weight ARMCIPH 0.0
Weight CORMMTH 0.0
Weight ARMBOA 0.6
Weight CORPEN 0.0
Weight CORSAT 0.0
//LEVEL 2 AIRCRAFT WEIGHTS
Weight ARMBRAWL 0.8
Weight CORAPE 0.8
Weight ARMPNIX 0.2
Weight CORHURC 0.2
Weight ARMBLADE 0.7
Weight ARMAWAC 0.1
Weight CORAWAC 0.1
Weight ARMSEHAK 0.1
Weight CORHUNT 0.1
Weight ARMSFIG 0.8
Weight ARMHAWK 0.6
Weight CORVAMP 0.6
Weight ARMLANCE 0.2
Weight CORTITAN 0.2
Weight ARMSEAP 0.4
Weight CORBOMBN 0.4
Weight ARMDRAGF 0.0
Weight CORFALC 0.0
Weight ARMTHORN 0.6
//LEVEL 2 SHIP WEIGHTS
Weight ARMCARRY 0.1
Weight CORCARRY 0.1
Weight ARMSUBK 0.3
Weight CORSHARK 0.3
Weight ARMMSHIP 0.2
Weight CORMSHIP 0.2
Weight ARMCRUS 0.6
Weight CORCRUS 0.6
Weight ARMBATS 0.8
Weight CORBATS 0.8
Weight CORSJAM 0.0
Weight ARMSCRAM 0.0
Weight ARMAAS 0.1
Weight CORARCH 0.1
Weight ARMPIKE 0.3
Weight COROMNI 0.3
Weight ARMANNIS 0.5
Weight CORSSUB 0.5
//LEVEL 2 HOVER WEIGHTS
Weight ARMDH 0.2
Weight CORDH 0.2
Weight ARMFH 0.1
Weight CORFH 0.1
Weight ARMHH 0.8
Weight CORHH 0.8
Weight ARMMH 0.4
Weight CORMH 0.4
Weight ARMMOOSE 0.6
Weight CORVICE 0.6
Weight ARMPHOVR 0.0
Weight CORPHOVR 0.0
//LEVEL 3 KBOT WEIGHTS
Weight ARMRAZ 0.8
Weight CORKETZ 0.8
Weight ARMWOLF 0.6
Weight CORGORG 0.6
Weight ARMZEPH 0.2
Weight CORJUP 0.2
Weight ARMSHIVA 0.1
Weight CORDEFIL 0.1
Weight ARMDRAKE 0.1
Weight CORKROG 0.1
//LEVEL 3 VEHICLE WEIGHTS
Weight ARMORCA 0.8
Weight CORPROTEUS 0.8
Weight ARMTIGER 0.6
Weight CORRATTLE 0.4
Weight ARMG2 0.4
Weight CORMDOOM 0.6
Weight ARMSCUDD 0.1
Weight CORPREC 0.1
Weight ARMMF 0.1
Weight CORMF 0.1
//LEVEL 3 AIRCRAFT WEIGHTS
Weight ARMGRYPH 0.8
Weight CORASTRA 0.8
Weight ARMBANI 0.6
Weight CORTEMM 0.6
Weight ARMODYC 0.4
Weight CORORCL 0.4
Weight ARMHERC 0.0
Weight CORMAT 0.0
Weight ARMBFB 0.1
Weight CORDAMA 0.1
//LEVEL 3 SHIP WEIGHTS
Weight ARMACAR 0.1
Weight CORACAR 0.1
Weight ARMBC 0.6
Weight CORBC 0.6
Weight ARMEPOCH 0.8
Weight CORMAG 0.8
Weight ARMXSUB 0.4
Weight CORXSUB 0.4
Weight ARMCAPS 0.1
Weight CORCAPS 0.1
//LEVEL 3 HOVER WEIGHTS
Weight ARMTEM 0.8
Weight CORFDEV 0.8
Weight ARMTOM 0.6
Weight CORADON 0.4
Weight ARMJACK 0.5
Weight CORADVRH 0.6
Weight ARMARTH 0.4
Weight CORARTH 0.2
Weight ARMDREDH 0.1
Weight CORBSWRD 0.1
